,event_type,sub_event_type,assoc_actor_1,latitude,longitude,notes,month
166608,Riots,Violent demonstration,,30.1999,67.0097,"On 5 December 2022, locals staged a demonstration and burned tires outside the Sui Southern Gas Company (SSGC) office in Quetta city (Quetta, Balochistan), against prolonged gas load shedding.",2022-12
166970,Protests,Peaceful protest,,30.1999,67.0097,"On 3 December 2022, residents held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-12
167108,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.1999,67.0097,"On 2 December 2022, activists of PTI held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the arrest of the PTI leader.",2022-12
167109,Riots,Violent demonstration,Labor Group (Pakistan),28.9876,63.5908,"On 2 December 2022, traders held a demonstration and burned tires outside the Levies Station in Chagai town (Chagai, Balochistan), against the deteriorating law and order situation in the area.",2022-12
167276,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf; Women (Pakistan),30.1999,67.0097,"On 1 December 2022, PTI women wing held a protest demonstration in front of the press club in Quetta city (Quetta, Balochistan), against the arrest of the PTI leader.",2022-12
167278,Protests,Peaceful protest,Lawyers (Pakistan),28.5833,65.4167,"On 1 December 2022, lawyers held a protest demonstration in Kharan district (Balochistan), against the court officers for misbehaving with lawyers and clients.",2022-12
167283,Protests,Peaceful protest,,30.1999,67.0097,"On 1 December 2022, disabled persons held a protest on the International Day of Disabled Persons at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-12
167412,Protests,Peaceful protest,Lawyers (Pakistan),29.5521,66.0228,"On 1 December 2022, lawyers held a protest demonstration in Nushki district (Balochistan), against the court officers for misbehaving with lawyers and clients.",2022-12
167510,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 30 November 2022, contractual employees of the Civil Aviation Authority (CAA) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for regularization of their services.",2022-11
167513,Protests,Peaceful protest,Lawyers (Pakistan),28.9876,63.5908,"On 30 November 2022, lawyers and community members held a protest demonstration in Chagai district (Balochistan), against the court officers for misbehaving with lawyers and clients. The protest is ongoing as of 1 December.",2022-11
167540,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan),26.0258,63.7178,"On 30 November 2022, family (suspected Balochi) of a victim of enforced disappearance (coded in a separate event) staged a protest at the CPEC Road in the Tijaban area (Kech, Balochistan) to protest against the enforced disappearance and demanding immediate recovery of the missing.",2022-11
168136,Protests,Peaceful protest,JUI-F: Jamiat Ulema-e-Islam-Fazl; PSP: Pak Sarzameen Party; Labor Group (Pakistan); Tribal Group (Pakistan),28.9743,61.5574,"On 27 November 2022, activists of JUI-F, PSP, tribal elders and traders held a protest demonstration in Taftan town (Chagai, KPK), against the prolonged closure of Bazarcha terminal gate.",2022-11
168139,Protests,Peaceful protest,,25.1216,62.3254,"On 27 November 2022, members of the Gwadar Rights Movement staged a protest demonstration at Lala Hameed Chowk in Gwadar city (Gwadar, Balochistan), as part of the Gwadar Ko Huqooq Do Tehreek (Give Rights to Gwadar Movement) demanding rights for the people of Gwadar, clean drinking water and end to fishing trawlers. The protest is ongoing as of 1 December.",2022-11
168512,Protests,Peaceful protest,,29.0266,66.5936,"On 25 November 2022, locals held a protest demonstration in Kalat city (Kalat, Balochistan), against electricity and gas load shedding.",2022-11
168788,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 23 November 2022, employees of the Provincial Disaster Management Authority (PDMA) held a protest demonstration outside the press club in Quetta city (Quetta, Balochistan), demanding their salaries.",2022-11
168984,Protests,Peaceful protest,,30.1999,67.0097,"On 22 November 2022, people led by a child's right organization held a protest at Quetta city (Balochistan) to demand upholding of children's rights.",2022-11
168998,Protests,Peaceful protest,PPP: Pakistan Peoples Party; Former Government of Pakistan (2022-),30.1999,67.0097,"On 22 November 2022, members of the All Parties Barshore Toba Kakari Ollasi Committee (local group) along with former provincial minister (PPP) held a protest demonstration outside the Balochistan Assembly in Quetta city (Quetta, Balochistan), against creation of new district.",2022-11
169220,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 21 November 2022, members of the PTCL TNT Pensioners (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan) demanding their pension.",2022-11
169409,Protests,Peaceful protest,ANP: Awami National Party,30.1999,67.0097,"On 20 November 2022, activists of ANP held a protest demonstration at Manan chowk in Quetta city (Quetta, Balochistan), against the closure of the Pak-Afghan Border crossing.",2022-11
169414,Protests,Peaceful protest,,30.1999,67.0097,"On 20 November 2022, members of the Balochistan Youth Ittehad (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), in favour of Armed Forces and Pakistan Army.",2022-11
169423,Protests,Peaceful protest,,30.1999,67.0097,"On 20 November 2022, members of the Children Rights Movement (local group) on the occasion of International Children Day held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), demanding children rights.",2022-11
169666,Protests,Peaceful protest,Farmers (Pakistan),28.5187,68.5407,"On 19 November 2022, farmers held a protest demonstration in Sohbatpur town (Sohbatpur, Sindh), against a social welfare organization for not providing pesticides to them for their agricultural lands.",2022-11
169780,Protests,Peaceful protest,,30.1999,67.0097,"On 18 November 2022, locals and residents held a protest demonstration at the Airport road in Quetta city (Quetta, Balochistan), against unscheduled gas load shedding.",2022-11
169822,Protests,Peaceful protest,IJT: Islami Jamiat-e-Talaba; Students (Pakistan),30.1999,67.0097,"On 18 November 2022, activists of Islami Jamiat-e-Talaba held a protest demonstration in Quetta city (Quetta, Balochistan, against the film 'joyland' for containing objectionable material.",2022-11
169981,Protests,Peaceful protest,,30.1999,67.0097,"On 17 November 2022, hundreds of locals held a protest by blocking a road at Quetta city (Balochistan) over continued gas shortage and power cuts.",2022-11
169992,Protests,Peaceful protest,,30.1999,67.0097,"On 17 November 2022, members of the Nojawanan Action Committee Bagh Barshore (local group) held a protest demonstration outside Balochistan Assembly in Quetta city (Quetta, Balochistan), demanding development work in their area.",2022-11
170366,Protests,Peaceful protest,,30.1999,67.0097,"On 15 November 2022, relatives of missing persons held a protest demonstration in Quetta city (Quetta, Balochistan), demanding recovery of their relatives.",2022-11
170476,Protests,Peaceful protest,,29.0266,66.5936,"Around 15 November 2022 (as reported), locals held a protest at Gharibabad village in Kalat district (Balochistan) over shortage of power supply and supply of gas from Sui.",2022-11
170594,Protests,Peaceful protest,Health Workers (Pakistan),30.1999,67.0097,"On 14 November 2022, members of the Balochistan Physiotherapists Association (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), demanding house job facilities for all the doctors.",2022-11
170776,Protests,Peaceful protest,Health Workers (Pakistan); NP: National Party,30.1999,67.0097,"On 13 November 2022, members of the Balochistan Physiotherapy Association (local group) along with National Party leader held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), demanding house job facilities for all the doctors.",2022-11
170930,Protests,Peaceful protest,,30.1999,67.0097,"On 12 November 2022, members of the minorities community held a protest demonstration in Quetta city (Quetta, Balochistan), in favour of Armed Forces and Pakistan Army.",2022-11
171311,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 10 November 2022, members of the Balochistan Employees Ittehad (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against unemployment, increase in price of daily use products and inflation.",2022-11
171312,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 10 November 2022, employees of the Balochistan Mulazmeen Ittehad, Balochistan Labour Federation took out protest rally from the premises of Quetta Metropolitan Corporation in Quetta city (Quetta, Balochistan), demanding the authorities not to make appointments against deceased quota on political basis and they be paid their salaries.",2022-11
171681,Protests,Peaceful protest,Health Workers (Pakistan),30.1999,67.0097,"On 8 November 2022, members of the Balochistan Physiotherapy Association (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-11
171871,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 7 November 2022, a large number of employees of the State Bank of Pakistan staged a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the removal of the office bearers of the officer association.",2022-11
171896,Protests,Peaceful protest,Teachers (Pakistan); Government of Pakistan (2022-),30.1007,67.9382,"On 7 November 2022, members of the All Mulazmeen Ittehad, Government Teachers Association Balochistan and the Provincial Vice Chairman staged a protest demonstration in front of the press club in Harnai town (Harnai, Balochistan), against the deteriorating law and order situation in the town.",2022-11
171897,Protests,Peaceful protest,Health Workers (Pakistan),30.1999,67.0097,"On 7 November 2022, members of the Balochistan Physiotherapy Association (local group) and doctors held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), demanding house job facilities for all the doctors.",2022-11
172246,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,26.2271,66.3117,"On 5 November 2022, activists of PTI held a protest demonstration in Bela town (Las, Bela, Balochistan), against an assassination attempt on the PTI Chairman (Former Prime Minister) Imran Khan.",2022-11
172247,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.5802,66.9961,"On 5 November 2022, activists of PTI held a protest demonstration in Pishin city (Pishin, Balochistan), against an assassination attempt on the PTI Chairman (Former Prime Minister) Imran Khan.",2022-11
172248,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.6983,68.3547,"On 5 November 2022, activists of PTI took out a protest rally in Qila Saifullah town (Killa Saifullah, Balochistan), against an assassination attempt on the PTI Chairman (Former Prime Minister) Imran Khan.",2022-11
